InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541011,23203,JUMBO BAG DOILEY PATTERNS,9,08/13/2025 16:59,2.02,12982.0,United Kingdom
536475,22178,VICTORIAN GLASS HANGING T-LIGHT,13,01/05/2026 09:49,1.25,12362.0,United Kingdom
537571,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,10/31/2025 18:00,4.37,12513.0,United Kingdom
539307,84879,ASSORTED COLOUR BIRD ORNAMENT,14,11/24/2025 12:51,1.68,12746.0,United Kingdom
537751,23256,CHILDRENS CUTLERY SPACEBOY,14,08/12/2025 17:56,4.0,12539.0,United Kingdom
539776,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,10/13/2025 16:56,3.06,12816.0,United Kingdom
538027,21212,PACK OF 72 RETROSPOT CAKE CASES,19,08/16/2025 16:59,0.58,12584.0,United Kingdom
540470,85123A,White Hanging Heart T-Light Holder  ,10,04/22/2026 08:19,2.59,12904.0,United Kingdom
539577,47566,Party Bunting  ,5,10/16/2025 15:43,5.01,,United Kingdom
538793,21212,PACK OF 72 RETROSPOT CAKE CASES,1,03/10/2026 19:55,0.56,12682.0,Portugal
539679,22960,JAM MAKING SET WITH JARS,2,08/01/2026 17:06,4.28,12799.0,United Kingdom
540215,84879,ASSORTED COLOUR BIRD ORNAMENT,1,01/15/2026 16:57,1.77,12872.0,United Kingdom
539358,71053,WHITE METAL LANTERN,11,01/15/2026 11:06,3.29,12752.0,Netherlands
539056,22383,LUNCH BAG SUKI DESIGN,9,07/16/2026 08:05,1.69,12716.0,Spain
539212,22629,SPACEBOY LUNCH BOX,6,08/20/2025 10:16,2.03,12735.0,United Kingdom
537018,22383,LUNCH BAG SUKI DESIGN,1,09/26/2025 09:54,1.72,12433.0,United Kingdom
538783,22960,JAM MAKING SET WITH JARS,7,01/21/2026 08:48,4.21,12680.0,United Kingdom
540514,22960,JAM MAKING SET WITH JARS,8,01/17/2026 10:31,4.44,12910.0,United Kingdom
540701,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,11/15/2025 08:16,4.31,12940.0,United Kingdom
536670,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,02/20/2026 14:07,3.06,12385.0,United Kingdom
538059,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,09/07/2025 17:10,4.41,12586.0,United Kingdom
538431,23298,SPOTTY BUNTING,7,03/31/2026 10:03,6.1,12640.0,United Kingdom
538048,21212,PACK OF 72 RETROSPOT CAKE CASES,20,01/05/2026 17:17,0.57,12585.0,United Kingdom
537503,20725,LUNCH BAG RED RETROSPOT,1,02/15/2026 08:54,1.69,12505.0,United Kingdom
536385,84406B,CREAM CUPID HEARTS COAT HANGER,7,05/02/2026 12:53,2.63,12349.0,United Kingdom
538245,22178,VICTORIAN GLASS HANGING T-LIGHT,5,02/09/2026 14:51,1.21,12608.0,United Kingdom
539398,71053,WHITE METAL LANTERN,2,01/21/2026 13:29,3.43,12759.0,United Kingdom
538392,23203,Jumbo Bag Doiley Patterns  ,14,03/02/2026 17:28,2.14,12632.0,United Kingdom
538994,84991,60 TEATIME FAIRY CAKE CASES,7,04/18/2026 16:24,0.56,12708.0,United Kingdom
540265,84406B,CREAM CUPID HEARTS COAT HANGER,8,01/20/2026 14:19,2.8,12877.0,United Kingdom
538148,22086,Paper Chain Kit 50'S Christmas  ,9,07/03/2026 17:29,2.83,12597.0,United Kingdom
537475,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,04/13/2026 18:42,2.83,12503.0,United Kingdom
539865,23256,CHILDRENS CUTLERY SPACEBOY,3,01/06/2026 13:27,4.26,12828.0,United Kingdom
539019,21931,JUMBO STORAGE BAG SUKI,1,10/28/2025 10:33,2.15,12712.0,United Kingdom
538623,22720,,9,02/23/2026 18:12,7.07,12662.0,United Kingdom
538848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,01/03/2026 14:24,2.66,12686.0,United Kingdom
539222,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,11,12/16/2025 08:25,3.04,12736.0,Germany
C538470,22383,LUNCH BAG SUKI DESIGN,-11,04/25/2026 18:47,1.71,12644.0,United Kingdom
541060,23203,JUMBO BAG DOILEY PATTERNS,14,03/22/2026 15:52,2.07,12988.0,United Kingdom
537948,47566,PARTY BUNTING,14,07/16/2026 14:57,4.99,12571.0,United Kingdom
537683,22086,PAPER CHAIN KIT 50'S CHRISTMAS,15,05/01/2026 09:40,3.09,12528.0,United Kingdom
536986,22960,JAM MAKING SET WITH JARS,23,08/13/2025 08:06,4.3,12431.0,France
540695,47566,PARTY BUNTING,3,11/13/2025 10:20,5.07,12939.0,United Kingdom
540719,22423,REGENCY CAKESTAND 3 TIER,8,02/21/2026 14:11,12.21,12941.0,United Kingdom
536741,47566,,2,04/09/2026 13:59,4.97,12395.0,United Kingdom
537626,84406B,CREAM CUPID HEARTS COAT HANGER,13,03/16/2026 10:08,2.75,12519.0,United Kingdom
540001,47566,PARTY BUNTING,5,09/28/2025 10:23,4.92,12845.0,United Kingdom
536551,23203,Jumbo Bag Doiley Patterns  ,6,03/28/2026 19:05,2.06,12371.0,United Kingdom
537787,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,06/26/2026 13:52,4.12,12542.0,United Kingdom
539379,22383,LUNCH BAG SUKI DESIGN,2,07/26/2026 14:17,1.61,12754.0,United Kingdom
539459,23256,CHILDRENS CUTLERY SPACEBOY,3,05/06/2026 10:51,4.0,12769.0,United Kingdom
540414,71053,WHITE METAL LANTERN,20,08/13/2025 15:21,3.56,12898.0,United Kingdom
538190,21755,LOVE BUILDING BLOCK WORD,28,01/22/2026 12:37,6.16,12600.0,United Kingdom
540212,23256,CHILDRENS CUTLERY SPACEBOY,14,09/16/2025 14:06,4.3,12872.0,United Kingdom
537395,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,7,01/12/2026 19:36,3.04,12490.0,United Kingdom
538655,22910,,14,08/17/2025 11:32,2.97,12665.0,United Kingdom
540090,22178,VICTORIAN GLASS HANGING T-LIGHT,22,01/27/2026 12:30,1.25,12858.0,United Kingdom
536542,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,02/14/2026 16:00,7.21,12370.0,United Kingdom
536654,47566,PARTY BUNTING,9,07/03/2026 18:06,5.14,12383.0,United Kingdom
538952,21755,LOVE BUILDING BLOCK WORD,23,08/11/2025 12:25,5.8,12701.0,United Kingdom
540457,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,02/17/2026 15:41,2.89,12902.0,Australia
541033,22629,SPACEBOY LUNCH BOX,11,09/26/2025 13:15,2.0,12984.0,United Kingdom
539618,21754,Home Building Block Word  ,17,11/28/2025 09:11,6.24,12792.0,Ireland
540440,22197,SMALL POPCORN HOLDER,5,05/03/2026 19:19,0.88,12900.0,United Kingdom
539725,22699,ROSES REGENCY TEACUP AND SAUCER,4,09/27/2025 14:05,3.06,12809.0,United Kingdom
538003,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,01/27/2026 10:23,2.92,12581.0,United Kingdom
540701,22197,SMALL POPCORN HOLDER,1,11/15/2025 19:35,0.82,,United Kingdom
538180,47566,PARTY BUNTING,15,08/15/2025 12:58,4.97,12600.0,United Kingdom
537480,21755,LOVE BUILDING BLOCK WORD,8,08/13/2025 18:37,5.78,12504.0,United Kingdom
539531,84991,60 TEATIME FAIRY CAKE CASES,8,04/03/2026 15:42,0.58,12779.0,United Kingdom
540304,21931,JUMBO STORAGE BAG SUKI,16,02/25/2026 16:26,2.11,12882.0,United Kingdom
540654,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,04/11/2026 18:24,3.08,12934.0,United Kingdom
538984,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,07/10/2026 19:38,4.3,12706.0,United Kingdom
538608,21212,PACK OF 72 RETROSPOT CAKE CASES,16,02/10/2026 08:39,0.54,12661.0,United Kingdom
538974,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,02/28/2026 10:08,2.92,12702.0,United Kingdom
540117,22423,REGENCY CAKESTAND 3 TIER,13,02/03/2026 11:39,12.19,12863.0,United Kingdom
537118,23298,SPOTTY BUNTING,9,11/12/2025 17:45,5.99,12453.0,United Kingdom
537569,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,09/16/2025 18:38,7.23,,United Kingdom
537830,22699,ROSES REGENCY TEACUP AND SAUCER,3,11/24/2025 12:12,2.93,12550.0,United Kingdom
539124,22699,ROSES REGENCY TEACUP AND SAUCER,5,11/16/2025 15:56,2.9,12725.0,United Kingdom
538066,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,15,03/06/2026 16:19,2.95,,United Kingdom
536624,22629,SPACEBOY LUNCH BOX,10,03/17/2026 17:27,1.95,12381.0,United Kingdom
538172,84879,,28,08/08/2025 12:17,1.64,12600.0,United Kingdom
538883,84879,ASSORTED COLOUR BIRD ORNAMENT,2,02/19/2026 09:20,1.64,12693.0,United Kingdom
539932,21931,JUMBO STORAGE BAG SUKI,18,08/13/2025 18:33,2.05,12837.0,Netherlands
538816,22383,LUNCH BAG SUKI DESIGN,14,10/21/2025 12:04,1.72,12684.0,United Kingdom
540750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,10/09/2025 12:31,2.51,,United Kingdom
540797,21931,JUMBO STORAGE BAG SUKI,5,05/24/2026 13:26,2.14,12947.0,United Kingdom
538070,84406B,CREAM CUPID HEARTS COAT HANGER,4,10/23/2025 14:49,2.78,12587.0,United Kingdom
538188,21755,LOVE BUILDING BLOCK WORD,3,12/11/2025 16:51,5.67,12600.0,United Kingdom
536410,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,07/12/2026 13:16,7.22,12352.0,Australia
536796,22383,LUNCH BAG SUKI DESIGN,11,01/28/2026 08:21,1.58,12404.0,United Kingdom
540459,23203,JUMBO BAG DOILEY PATTERNS,5,06/30/2026 16:58,2.1,12903.0,United Kingdom
538324,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,08/08/2025 19:05,4.4,,United Kingdom
536950,84991,60 TEATIME FAIRY CAKE CASES,9,01/01/2026 16:46,0.56,12425.0,United Kingdom
537693,23256,CHILDRENS CUTLERY SPACEBOY,9,06/15/2026 16:13,3.96,12529.0,United Kingdom
537256,84406B,CREAM CUPID HEARTS COAT HANGER,11,06/17/2026 10:28,2.78,12469.0,United Kingdom
538324,71053,White Metal Lantern  ,7,08/08/2025 15:54,3.43,12622.0,United Kingdom
539490,22699,ROSES REGENCY TEACUP AND SAUCER,6,07/12/2026 09:32,2.86,12773.0,United Kingdom
540289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,08/19/2025 19:05,2.51,12880.0,Australia
536786,21931,JUMBO STORAGE BAG SUKI,4,12/28/2025 08:23,2.0,12403.0,France
540909,22178,VICTORIAN GLASS HANGING T-LIGHT,5,07/21/2026 18:45,1.29,12970.0,United Kingdom
540506,22383,LUNCH BAG SUKI DESIGN,4,09/19/2025 18:26,1.65,12909.0,United Kingdom
538869,22629,SPACEBOY LUNCH BOX,7,08/15/2025 14:57,1.93,12691.0,Belgium
536620,20725,LUNCH BAG RED RETROSPOT,3,05/22/2026 16:15,1.73,12380.0,United Kingdom
537108,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,07/21/2026 11:34,4.26,12450.0,United Kingdom
537240,21754,HOME BUILDING BLOCK WORD,15,08/03/2026 13:26,5.9,12467.0,United Kingdom
536468,20725,LUNCH BAG RED RETROSPOT,3,07/11/2026 16:32,1.58,12360.0,Ireland
540084,22720,SET OF 3 CAKE TINS PANTRY DESIGN,22,09/17/2025 11:07,6.71,12858.0,United Kingdom
540158,21212,PACK OF 72 RETROSPOT CAKE CASES,5,08/11/2025 12:11,0.54,12868.0,United Kingdom
540677,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,07/03/2026 09:03,4.18,12936.0,Germany
537250,84879,ASSORTED COLOUR BIRD ORNAMENT,8,01/09/2026 17:30,1.64,12469.0,United Kingdom
540106,84879,ASSORTED COLOUR BIRD ORNAMENT,22,06/23/2026 12:47,1.64,12859.0,Germany
540174,23203,JUMBO BAG DOILEY PATTERNS,9,05/22/2026 16:43,2.0,12868.0,United Kingdom
539311,21212,PACK OF 72 RETROSPOT CAKE CASES,5,01/26/2026 17:01,0.55,12746.0,United Kingdom
536898,22383,LUNCH BAG SUKI DESIGN,3,08/02/2026 18:57,1.63,12419.0,United Kingdom
536932,22383,LUNCH BAG SUKI DESIGN,26,07/19/2026 16:07,1.61,12421.0,United Kingdom
536703,84406B,CREAM CUPID HEARTS COAT HANGER,17,08/15/2025 09:09,2.71,12390.0,United Kingdom
540975,22423,REGENCY CAKESTAND 3 TIER,13,03/04/2026 19:41,12.3,12979.0,United Kingdom
538163,21755,LOVE BUILDING BLOCK WORD,28,01/23/2026 16:48,5.99,12598.0,United Kingdom
536958,22423,REGENCY CAKESTAND 3 TIER,7,11/27/2025 09:09,13.19,12426.0,United Kingdom
536966,21755,LOVE BUILDING BLOCK WORD,2,10/15/2025 09:47,6.06,12427.0,United Kingdom
C538577,20725,LUNCH BAG RED RETROSPOT,-2,01/12/2026 09:33,1.58,12659.0,United Kingdom
537474,21931,JUMBO STORAGE BAG SUKI,12,03/09/2026 12:49,2.0,12503.0,United Kingdom
536549,71053,WHITE METAL LANTERN,10,02/20/2026 12:02,3.22,12371.0,United Kingdom
536547,21755,LOVE BUILDING BLOCK WORD,13,07/20/2026 08:42,6.09,12370.0,United Kingdom
538771,23203,JUMBO BAG DOILEY PATTERNS,1,06/14/2026 10:07,2.05,12678.0,Netherlands
537984,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,04/30/2026 15:20,2.81,12578.0,United Kingdom
540615,22383,LUNCH BAG SUKI DESIGN,7,11/29/2025 10:17,1.57,12929.0,United Kingdom
537833,20725,LUNCH BAG RED RETROSPOT,7,01/24/2026 15:24,1.64,12550.0,United Kingdom
537143,22178,VICTORIAN GLASS HANGING T-LIGHT,12,01/13/2026 19:17,1.3,12456.0,United Kingdom
537276,21931,JUMBO STORAGE BAG SUKI,5,12/25/2025 14:55,2.1,12474.0,United Kingdom
540516,84406B,CREAM CUPID HEARTS COAT HANGER,3,08/07/2026 17:52,2.69,12911.0,Germany
538993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,04/08/2026 09:46,2.51,12708.0,United Kingdom
536455,22423,REGENCY CAKESTAND 3 TIER,5,11/06/2025 12:04,12.71,12358.0,United Kingdom
536442,47566,PARTY BUNTING,14,07/05/2026 18:09,5.14,12354.0,Australia
538958,71053,WHITE METAL LANTERN,23,08/21/2025 13:44,3.31,12701.0,United Kingdom
537024,22629,Spaceboy Lunch Box  ,2,08/15/2025 13:58,1.9,12434.0,United Kingdom
539560,23298,SPOTTY BUNTING,6,06/15/2026 14:25,6.03,12783.0,United Kingdom
537485,23256,CHILDRENS CUTLERY SPACEBOY,3,09/29/2025 14:25,4.28,12504.0,United Kingdom
540214,71053,WHITE METAL LANTERN,7,12/03/2025 13:36,3.31,12872.0,United Kingdom
536569,22178,VICTORIAN GLASS HANGING T-LIGHT,2,12/23/2025 19:26,1.31,12374.0,United Kingdom
539591,47566,PARTY BUNTING,20,08/12/2025 14:19,4.9,12791.0,United Kingdom
540627,22699,ROSES REGENCY TEACUP AND SAUCER,2,04/26/2026 15:23,2.94,12930.0,Netherlands
538519,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,10/16/2025 09:20,3.08,12652.0,United Kingdom
540780,84879,ASSORTED COLOUR BIRD ORNAMENT,14,12/22/2025 19:43,1.72,12945.0,United Kingdom
536903,21212,PACK OF 72 RETROSPOT CAKE CASES,6,12/07/2025 12:10,0.57,12420.0,United Kingdom
539851,22699,ROSES REGENCY TEACUP AND SAUCER,19,05/05/2026 16:22,3.01,12825.0,United Kingdom
536510,23298,SPOTTY BUNTING,3,08/16/2025 16:23,6.15,,United Kingdom
536993,22383,LUNCH BAG SUKI DESIGN,4,12/06/2025 19:06,1.72,12431.0,France
541006,71053,WHITE METAL LANTERN,20,08/09/2025 11:32,3.25,12982.0,United Kingdom
540532,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,12/03/2025 09:40,2.53,12915.0,United Kingdom
538332,21931,JUMBO STORAGE BAG SUKI,10,07/20/2026 12:41,2.14,12624.0,United Kingdom
536495,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,12/20/2025 19:11,4.21,12364.0,United Kingdom
539119,22699,ROSES REGENCY TEACUP AND SAUCER,6,12/22/2025 09:19,3.09,12724.0,United Kingdom
536422,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,04/09/2026 11:59,2.65,12353.0,United Kingdom
539070,84406B,CREAM CUPID HEARTS COAT HANGER,2,01/25/2026 18:24,2.75,12718.0,United Kingdom
536594,23256,CHILDRENS CUTLERY SPACEBOY,8,01/06/2026 13:59,4.1,12376.0,United Kingdom
539903,84991,60 TEATIME FAIRY CAKE CASES,4,02/27/2026 17:05,0.54,12833.0,United Kingdom
540256,22629,SPACEBOY LUNCH BOX,3,12/18/2025 15:01,2.04,12876.0,United Kingdom
539318,21931,JUMBO STORAGE BAG SUKI,22,07/30/2026 12:08,2.1,12746.0,United Kingdom
537475,21931,JUMBO STORAGE BAG SUKI,4,04/13/2026 17:15,2.09,12503.0,United Kingdom
538922,22086,PAPER CHAIN KIT 50'S CHRISTMAS,15,03/25/2026 08:31,2.86,12698.0,Germany
539716,22423,REGENCY CAKESTAND 3 TIER,4,02/08/2026 13:53,12.66,12806.0,United Kingdom
538200,71053,WHITE METAL LANTERN,11,02/05/2026 16:11,3.25,12602.0,United Kingdom
539823,84879,ASSORTED COLOUR BIRD ORNAMENT,9,08/11/2025 09:09,1.62,12822.0,United Kingdom
539876,84991,60 TEATIME FAIRY CAKE CASES,2,02/03/2026 15:35,0.58,12830.0,United Kingdom
538131,22699,ROSES REGENCY TEACUP AND SAUCER,9,07/06/2026 19:38,2.94,12593.0,United Kingdom
539698,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,08/17/2025 15:57,7.06,12804.0,United Kingdom
539751,21931,JUMBO STORAGE BAG SUKI,20,03/14/2026 14:19,2.14,12812.0,United Kingdom
537714,22178,VICTORIAN GLASS HANGING T-LIGHT,5,07/11/2026 15:13,1.26,12533.0,United Kingdom
538677,47566,PARTY BUNTING,7,09/21/2025 14:47,5.05,12666.0,United Kingdom
538338,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,01/09/2026 16:07,3.04,12625.0,United Kingdom
538518,23298,SPOTTY BUNTING,1,09/17/2025 08:54,6.2,12652.0,United Kingdom
538861,23203,JUMBO BAG DOILEY PATTERNS,10,10/25/2025 17:34,1.99,12688.0,United Kingdom
540955,22178,VICTORIAN GLASS HANGING T-LIGHT,3,04/09/2026 12:15,1.3,12978.0,United Kingdom
538868,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,08/13/2025 10:25,4.31,12691.0,Belgium
538576,23256,CHILDRENS CUTLERY SPACEBOY,13,12/05/2025 11:45,4.09,12659.0,United Kingdom
537897,84991,60 TEATIME FAIRY CAKE CASES,13,12/22/2025 11:13,0.54,12562.0,United Kingdom
537081,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,06/14/2026 13:13,6.77,12446.0,United Kingdom
537407,22629,SPACEBOY LUNCH BOX,9,06/20/2026 16:21,1.95,12492.0,United Kingdom
540758,84406B,CREAM CUPID HEARTS COAT HANGER,5,03/23/2026 12:27,2.64,12944.0,United Kingdom
C540819,22960,JAM MAKING SET WITH JARS,-4,02/06/2026 19:28,4.21,12952.0,United Kingdom
540771,22960,JAM MAKING SET WITH JARS,9,08/14/2025 19:59,4.46,12945.0,United Kingdom
537669,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,03/26/2026 11:52,4.21,12525.0,United Kingdom
539895,21754,HOME BUILDING BLOCK WORD,7,04/06/2026 14:03,5.91,12832.0,United Kingdom
537487,23203,JUMBO BAG DOILEY PATTERNS,11,10/18/2025 14:21,1.98,12504.0,United Kingdom
540455,71053,WHITE METAL LANTERN,6,12/04/2025 15:49,3.24,12902.0,Australia
539604,21754,HOME BUILDING BLOCK WORD,18,01/19/2026 09:54,5.98,12791.0,United Kingdom
536860,23298,SPOTTY BUNTING,2,02/11/2026 12:03,5.9,12411.0,United Kingdom
539515,22960,Jam Making Set With Jars  ,10,08/04/2026 11:47,4.4,12776.0,United Kingdom
538024,84406B,CREAM CUPID HEARTS COAT HANGER,3,08/13/2025 17:40,2.63,,United Kingdom
538794,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,03/21/2026 11:02,2.52,,Portugal
C537720,23203,JUMBO BAG DOILEY PATTERNS,-12,03/19/2026 13:37,2.12,12535.0,United Kingdom
539747,84879,ASSORTED COLOUR BIRD ORNAMENT,16,12/07/2025 17:13,1.67,12812.0,United Kingdom
536470,22197,SMALL POPCORN HOLDER,4,12/23/2025 14:19,0.88,12361.0,United Kingdom
C539680,71053,WHITE METAL LANTERN,-10,11/09/2025 18:14,3.28,12800.0,United Kingdom
C539983,23203,Jumbo Bag Doiley Patterns  ,-3,12/09/2025 14:46,1.98,12841.0,Netherlands
538132,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,01/17/2026 13:44,2.96,,United Kingdom
539113,23256,CHILDRENS CUTLERY SPACEBOY,4,12/04/2025 09:23,3.95,12723.0,United Kingdom
539156,21931,JUMBO STORAGE BAG SUKI,14,04/15/2026 08:43,2.13,12730.0,United Kingdom
540260,22178,VICTORIAN GLASS HANGING T-LIGHT,12,05/06/2026 14:03,1.25,12876.0,United Kingdom
536925,22197,SMALL POPCORN HOLDER,21,01/19/2026 14:02,0.85,12421.0,United Kingdom
540812,22383,LUNCH BAG SUKI DESIGN,6,05/07/2026 10:12,1.65,12950.0,United Kingdom
536480,84406B,CREAM CUPID HEARTS COAT HANGER,11,04/21/2026 12:30,2.68,12362.0,United Kingdom
539278,84406B,CREAM CUPID HEARTS COAT HANGER,6,08/13/2025 09:07,2.88,12743.0,United Kingdom
536491,71053,WHITE METAL LANTERN,5,09/19/2025 14:17,3.36,12364.0,United Kingdom
539687,22197,SMALL POPCORN HOLDER,3,02/06/2026 12:21,0.84,,United Kingdom
539772,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,05/21/2026 19:38,6.9,,United Kingdom
538680,21754,HOME BUILDING BLOCK WORD,19,11/11/2025 08:34,5.92,12666.0,United Kingdom
540816,84879,ASSORTED COLOUR BIRD ORNAMENT,7,02/17/2026 19:27,1.77,12951.0,Portugal
537579,23256,CHILDRENS CUTLERY SPACEBOY,10,10/21/2025 14:32,4.2,12514.0,United Kingdom
540926,71053,WHITE METAL LANTERN,19,08/15/2025 16:31,3.51,12973.0,United Kingdom
537066,84406B,CREAM CUPID HEARTS COAT HANGER,6,04/01/2026 14:41,2.84,12445.0,United Kingdom
539223,21754,HOME BUILDING BLOCK WORD,6,01/16/2026 14:49,5.71,12736.0,Germany
538574,22960,JAM MAKING SET WITH JARS,9,08/01/2026 19:20,4.04,12658.0,Belgium
537440,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,01/26/2026 17:11,2.95,12498.0,United Kingdom
539371,20725,,18,02/05/2026 15:57,1.66,,United Kingdom
539807,21755,LOVE BUILDING BLOCK WORD,9,11/06/2025 15:16,5.89,12820.0,United Kingdom
540316,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,11/30/2025 14:22,2.97,,United Kingdom
540821,84991,60 TEATIME FAIRY CAKE CASES,5,11/12/2025 17:41,0.53,12953.0,United Kingdom
540686,84406B,CREAM CUPID HEARTS COAT HANGER,3,11/30/2025 11:16,2.8,12938.0,United Kingdom
537933,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,01/11/2026 19:07,4.39,12569.0,United Kingdom
537874,21754,HOME BUILDING BLOCK WORD,12,04/14/2026 15:47,6.04,12557.0,United Kingdom
539209,20725,LUNCH BAG RED RETROSPOT,6,09/11/2025 15:16,1.59,12734.0,United Kingdom
537572,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/28/2025 10:57,2.55,12513.0,United Kingdom
540219,22960,JAM MAKING SET WITH JARS,8,04/09/2026 12:42,4.18,12872.0,United Kingdom
536368,22629,SPACEBOY LUNCH BOX,1,09/12/2025 17:03,2.02,12346.0,United Kingdom
540879,84879,ASSORTED COLOUR BIRD ORNAMENT,6,06/02/2026 15:10,1.68,12963.0,United Kingdom
537390,84406B,CREAM CUPID HEARTS COAT HANGER,2,04/30/2026 16:47,2.64,12488.0,United Kingdom
537988,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,08/12/2025 10:07,2.88,12579.0,Australia
539727,84406B,CREAM CUPID HEARTS COAT HANGER,4,08/08/2025 14:55,2.75,12810.0,United Kingdom
537751,84879,ASSORTED COLOUR BIRD ORNAMENT,23,08/12/2025 08:59,1.7,12539.0,United Kingdom
540721,21212,PACK OF 72 RETROSPOT CAKE CASES,8,04/05/2026 10:50,0.57,12941.0,United Kingdom
538017,21212,PACK OF 72 RETROSPOT CAKE CASES,14,08/08/2025 19:34,0.56,12584.0,United Kingdom
538727,21931,JUMBO STORAGE BAG SUKI,10,02/05/2026 08:28,2.01,12673.0,Netherlands
536786,84991,60 TEATIME FAIRY CAKE CASES,10,12/28/2025 19:59,0.57,12403.0,France
537218,22086,Paper Chain Kit 50'S Christmas  ,10,09/16/2025 16:28,2.84,12466.0,Germany
537417,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,03/26/2026 08:02,7.28,12494.0,United Kingdom
538887,21931,JUMBO STORAGE BAG SUKI,5,05/03/2026 11:39,2.03,12693.0,United Kingdom
539109,22629,SPACEBOY LUNCH BOX,10,08/15/2025 09:05,1.94,12723.0,United Kingdom
540484,47566,PARTY BUNTING,5,11/09/2025 12:16,4.71,12906.0,United Kingdom
537083,22383,LUNCH BAG SUKI DESIGN,7,07/23/2026 19:39,1.73,12446.0,United Kingdom
537112,22699,ROSES REGENCY TEACUP AND SAUCER,2,03/20/2026 17:29,2.97,12451.0,Germany
538590,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,08/10/2025 14:06,4.43,12661.0,United Kingdom
538397,47566,PARTY BUNTING,11,06/29/2026 16:37,5.08,12632.0,United Kingdom
539369,22197,SMALL POPCORN HOLDER,9,12/28/2025 14:51,0.89,12754.0,United Kingdom
537114,71053,WHITE METAL LANTERN,3,10/12/2025 19:35,3.24,12452.0,United Kingdom
537287,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,07/18/2026 16:39,2.9,12475.0,United Kingdom
539274,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,05/17/2026 15:35,2.81,,United Kingdom
539079,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,07/13/2026 15:48,2.98,12719.0,United Kingdom
536966,23256,CHILDRENS CUTLERY SPACEBOY,3,10/15/2025 12:37,4.09,12427.0,United Kingdom
539640,47566,PARTY BUNTING,7,10/24/2025 14:32,5.04,12794.0,United Kingdom
C539572,22197,SMALL POPCORN HOLDER,-6,08/09/2025 13:14,0.83,12787.0,United Kingdom
C540619,22197,SMALL POPCORN HOLDER,-9,02/21/2026 18:19,0.89,12929.0,United Kingdom
539835,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,11/19/2025 17:12,3.0,12823.0,United Kingdom
537341,21212,PACK OF 72 RETROSPOT CAKE CASES,3,05/20/2026 10:50,0.56,12481.0,Ireland
539228,22178,VICTORIAN GLASS HANGING T-LIGHT,6,05/13/2026 15:15,1.23,12736.0,Germany
538799,71053,WHITE METAL LANTERN,4,06/30/2026 15:39,3.26,,Portugal
